ID,Label,Final_Prediction,Reasons,Codes,Arabic_Descriptions,Orthography,word count,Morphology,syntactic,vocab,content
10101620030,8,8,['M8-3'],{'Morphology': ['M8-3']},['سوابق أخرى: سين الاستقبال ، واو الاستئناف، فاء العطف'],,,M,,,
10101630014,10,10,"['inna_wa_akhawataha', 'kana_wa_akhawataha']","{'syntactic': ['S10-1', 'S10-2']}","['إن وأخواتها', 'كان وأخواتها']",,,,S,,
10101630051,8,8,['negation_particle'],{'vocab': ['V8-2']},['أحرف النفي'],,,,,V,
10101640037,14,14,['S14-1'],{'syntactic': ['S14-1']},['التوكيد المعنوي'],,,,S,,
10101660011,12,12,['samerMSA_3.0'],{'vocab': ['V12-1']},['مفردات فصيحة - سامر ٣'],,,,,V,
10101660017,10,10,['kana_wa_akhawataha'],{'syntactic': ['S10-2']},['كان وأخواتها'],,,,S,,
10101680010,7,7,['samerMSA_2.0'],{'vocab': ['V7-1']},['مفردات فصيحة شائعة - سامر ٢'],,,,,V,
10101680019,7,7,"['O7-1', 'verb_command', 'samerMSA_2.0']","{'Orthography': ['O7-1'], 'Morphology': ['M7-3'], 'vocab': ['V7-1']}","['أفعال/أسماء معتلة الآخر', 'فعل الأمر المفرد', 'مفردات فصيحة شائعة - سامر ٢']",O,,M,,V,
10101690008,9,9,"['unique_words', 'content_level_4']","{'word count': ['WC'], 'content': ['C9-1']}","['عدد الكلمات', 'هناك شيء من الرمزية على مستوى الحدث في الجملة يدركها القارئ بنفسه أو من خلال معارفه السابقة']",,W,,,,C
10101700014,14,14,"['samerMSA_4.0', 'vocab_14.0']","{'vocab': ['V14-1', 'V14-2']}","['مفردات فصيحة - سامر ٤', 'مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة']",,,,,V,
10101700025,10,10,"['inna_wa_akhawataha', 'S10-6', 'relative_pronoun_singular']","{'syntactic': ['S10-1', 'S10-6'], 'vocab': ['V10-1']}","['إن وأخواتها', 'جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به', 'أسماء الوصل المفردة']",,,,S,V,
10101730056,5,5,"['syllables', 'interrogative_tools', 'content_level_1']","{'Orthography': ['O'], 'syntactic': ['S5-3'], 'content': ['C5-1']}","['عدد المقاطع', 'أدوات استفهام أساسية: ماذا، متى، من، أين، ما،كيف', 'لا رمزية في النص.']",O,,,S,,C
10101750035,8,8,"['M8-3', 'amma_lakin', 'samerMSA_2.1']","{'Morphology': ['M8-3', 'M8-4'], 'vocab': ['V8-1']}","['سوابق أخرى: سين الاستقبال ، واو الاستئناف، فاء العطف', '(ثم  ، حتى  ، أو  ، أم  ، لكن  ، أمّا)', 'مفردات فصيحة - سامر ١ و سامر ٢']",,,M,,V,
10101770022,2,2,"['syllables', 'vocab_2.0']","{'Orthography': ['O'], 'vocab': ['V2-2']}","['عدد المقاطع', 'مفردات متشابهة مع العامية - سامر ١']",O,,,,V,
10101770035,1,1,"['syllables', 'unique_words', 'S1-1', 'V1-3', 'samerMSA_1.0', 'content_level_0']","{'Orthography': ['O'], 'word count': ['WC'], 'syntactic': ['S1-1'], 'vocab': ['V1-3', 'V1-4'], 'content': ['C1-1']}","['عدد المقاطع', 'عدد الكلمات', 'كلمة واحدة (لا تراكيب نحوية ممكنة)', 'اسم جنس', 'مفردات متطابقة مع العامية - سامر ١', 'فكرة مباشرة وصريحة وحسية.']",O,W,,S,V,C
10101770036,1,1,"['syllables', 'unique_words', 'S1-1', 'V1-3', 'samerMSA_1.0', 'content_level_0']","{'Orthography': ['O'], 'word count': ['WC'], 'syntactic': ['S1-1'], 'vocab': ['V1-3', 'V1-4'], 'content': ['C1-1']}","['عدد المقاطع', 'عدد الكلمات', 'كلمة واحدة (لا تراكيب نحوية ممكنة)', 'اسم جنس', 'مفردات متطابقة مع العامية - سامر ١', 'فكرة مباشرة وصريحة وحسية.']",O,W,,S,V,C
10101780031,12,12,[],{},[],,,,,,
10101840027,12,12,['V12-4'],{'vocab': ['V12-4']},['ذو'],,,,,V,
10101890008,12,12,['S12-5'],{'syntactic': ['S12-5']},['تمييز'],,,,S,,
10101930008,8,8,"['M8-3', 'negation_particle']","{'Morphology': ['M8-3'], 'vocab': ['V8-2']}","['سوابق أخرى: سين الاستقبال ، واو الاستئناف، فاء العطف', 'أحرف النفي']",,,M,,V,
10101950031,14,14,"['samerMSA_4.0', 'vocab_14.0']","{'vocab': ['V14-1', 'V14-2']}","['مفردات فصيحة - سامر ٤', 'مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة']",,,,,V,
10101960012,10,10,"['inna_wa_akhawataha', 'V10-2']","{'syntactic': ['S10-1'], 'vocab': ['V10-2']}","['إن وأخواتها', '(قد – لقد)']",,,,S,V,
10101970018,10,10,['passive_voice'],{'Morphology': ['M10-1']},['المبني للمجهول'],,,M,,,
10101970062,8,8,['num_1001_1e6_digits'],{'vocab': ['V8-3']},"['الأرقام (العربية أو الهندية) 1,001-1,000,000']",,,,,V,
10101980044,2,2,['vocab_2.0'],{'vocab': ['V2-2']},['مفردات متشابهة مع العامية - سامر ١'],,,,,V,
10101990045,8,8,"['unique_words', 'samerMSA_2.1']","{'word count': ['WC'], 'vocab': ['V8-1']}","['عدد الكلمات', 'مفردات فصيحة - سامر ١ و سامر ٢']",,W,,,V,
10102000050,12,12,['S12-1'],{'syntactic': ['S12-1']},['جمل اعتراضية  ( تفسير- دعاء...)'],,,,S,,
10102010006,12,12,['samerMSA_3.0'],{'vocab': ['V12-1']},['مفردات فصيحة - سامر ٣'],,,,,V,
10102010007,12,12,[],{},[],,,,,,
10102030025,12,12,['samerMSA_3.0'],{'vocab': ['V12-1']},['مفردات فصيحة - سامر ٣'],,,,,V,
10102030028,12,12,['samerMSA_3.0'],{'vocab': ['V12-1']},['مفردات فصيحة - سامر ٣'],,,,,V,
10102040026,12,12,['samerMSA_3.0'],{'vocab': ['V12-1']},['مفردات فصيحة - سامر ٣'],,,,,V,
10102050005,7,7,"['broken_plural', 'samerMSA_2.0']","{'Morphology': ['M7-5'], 'vocab': ['V7-1']}","['جمع التكسير', 'مفردات فصيحة شائعة - سامر ٢']",,,M,,V,
10102070059,10,10,"['kana_wa_akhawataha', 'S10-6', 'relative_pronoun_singular']","{'syntactic': ['S10-2', 'S10-6'], 'vocab': ['V10-1']}","['كان وأخواتها', 'جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به', 'أسماء الوصل المفردة']",,,,S,V,
10102110012,11,11,['M11-1'],{'Morphology': ['M11-1']},['المشتقات على أنواعها'],,,M,,,
10102110058,7,7,['O7-1'],{'Orthography': ['O7-1']},['أفعال/أسماء معتلة الآخر'],O,,,,,
10102160007,13,13,"['S13-1', 'V13-1']","{'syntactic': ['S13-1'], 'vocab': ['V13-1']}","['الجمل شرطية ( مركبة - عادية)', 'كلمات تصف حالات نفسية عميقة مثل الاكتئاب، الضياع، الاستنفار النفسي']",,,,S,V,
10102180017,10,10,"['inna_wa_akhawataha', 'kana_wa_akhawataha']","{'syntactic': ['S10-1', 'S10-2']}","['إن وأخواتها', 'كان وأخواتها']",,,,S,,
10102210032,5,5,"['syllables', 'content_level_1']","{'Orthography': ['O'], 'content': ['C5-1']}","['عدد المقاطع', 'لا رمزية في النص.']",O,,,,,C
10102590003,12,12,[],{},[],,,,,,
10102600003,9,9,['unique_words'],{'word count': ['WC']},['عدد الكلمات'],,W,,,,
10102610020,12,12,[],{},[],,,,,,
10102620016,12,12,[],{},[],,,,,,
10102630012,10,10,"['kana_wa_akhawataha', 'advanced_khabar']","{'syntactic': ['S10-2', 'S10-3']}","['كان وأخواتها', 'خبر مقدم / مبتدأ مؤخر']",,,,S,,
10102640035,12,12,[],{},[],,,,,,
10102650007,12,12,[],{},[],,,,,,
10102650053,12,12,['S12-1'],{'syntactic': ['S12-1']},['جمل اعتراضية  ( تفسير- دعاء...)'],,,,S,,
10102680027,2,2,"['vocab_2.0', 'has_number_words']","{'vocab': ['V2-2', 'V2-5']}","['مفردات متشابهة مع العامية - سامر ١', 'العدد الأصلي بالأحرف']",,,,,V,
10102700014,9,9,['V9-1'],{'vocab': ['V9-1']},['مفردات تصف حالات مزاجية وشعورية إيجابية وسلبية مثل الفرح، السعادة، الغضب، الأسف، الحسرة'],,,,,V,
10102700044,12,12,[],{},[],,,,,,
10102710021,11,11,"['M11-1', 'nominal_with_tpc']","{'Morphology': ['M11-1'], 'syntactic': ['S11-1']}","['المشتقات على أنواعها', 'جملة أسمية خبرها جملة أسمية (فيها مبتدآن)']",,,M,S,,
10102720012,12,12,['S12-5'],{'syntactic': ['S12-5']},['تمييز'],,,,S,,
10102720038,10,10,"['S10-6', 'relative_pronoun_singular']","{'syntactic': ['S10-6'], 'vocab': ['V10-1']}","['جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به', 'أسماء الوصل المفردة']",,,,S,V,
10102730014,7,7,"['O7-1', 'broken_plural', 'samerMSA_2.0']","{'Orthography': ['O7-1'], 'Morphology': ['M7-5'], 'vocab': ['V7-1']}","['أفعال/أسماء معتلة الآخر', 'جمع التكسير', 'مفردات فصيحة شائعة - سامر ٢']",O,,M,,V,
10102730024,14,14,['vocab_14.0'],{'vocab': ['V14-2']},['مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة'],,,,,V,
10102740021,12,12,[],{},[],,,,,,
10102770018,8,8,[],{},[],,,,,,
10102780004,9,9,"['vocative', 'content_level_4']","{'syntactic': ['S9-1'], 'content': ['C9-1']}","['المنادى', 'هناك شيء من الرمزية على مستوى الحدث في الجملة يدركها القارئ بنفسه أو من خلال معارفه السابقة']",,,,S,,C
10102780009,9,9,"['vocative', 'V9-1', 'content_level_4']","{'syntactic': ['S9-1'], 'vocab': ['V9-1'], 'content': ['C9-1']}","['المنادى', 'مفردات تصف حالات مزاجية وشعورية إيجابية وسلبية مثل الفرح، السعادة، الغضب، الأسف، الحسرة', 'هناك شيء من الرمزية على مستوى الحدث في الجملة يدركها القارئ بنفسه أو من خلال معارفه السابقة']",,,,S,V,C
10102790017,8,8,"['M8-3', 'samerMSA_2.1', 'negation_particle']","{'Morphology': ['M8-3'], 'vocab': ['V8-1', 'V8-2']}","['سوابق أخرى: سين الاستقبال ، واو الاستئناف، فاء العطف', 'مفردات فصيحة - سامر ١ و سامر ٢', 'أحرف النفي']",,,M,,V,
10102790033,8,8,"['M8-3', 'verbal_sentence_with_two_objects']","{'Morphology': ['M8-3'], 'syntactic': ['S8-4']}","['سوابق أخرى: سين الاستقبال ، واو الاستئناف، فاء العطف', 'جملة فعلية تتعدى إلى مفعولين']",,,M,S,,
10102800017,9,9,"['unique_words', 'V9-1', 'content_level_4']","{'word count': ['WC'], 'vocab': ['V9-1'], 'content': ['C9-1']}","['عدد الكلمات', 'مفردات تصف حالات مزاجية وشعورية إيجابية وسلبية مثل الفرح، السعادة، الغضب، الأسف، الحسرة', 'هناك شيء من الرمزية على مستوى الحدث في الجملة يدركها القارئ بنفسه أو من خلال معارفه السابقة']",,W,,,V,C
10102800027,7,7,"['verb_command', 'broken_plural', 'S7-1', 'samerMSA_2.0']","{'Morphology': ['M7-3', 'M7-5'], 'syntactic': ['S7-1'], 'vocab': ['V7-1']}","['فعل الأمر المفرد', 'جمع التكسير', 'مفعول فيه (ظروف زمان ومكان)', 'مفردات فصيحة شائعة - سامر ٢']",,,M,S,V,
10102810005,12,12,['samerMSA_3.0'],{'vocab': ['V12-1']},['مفردات فصيحة - سامر ٣'],,,,,V,
10102830004,7,7,['broken_plural'],{'Morphology': ['M7-5']},['جمع التكسير'],,,M,,,
10102830039,8,8,['M8-3'],{'Morphology': ['M8-3']},['سوابق أخرى: سين الاستقبال ، واو الاستئناف، فاء العطف'],,,M,,,
10102850030,14,14,['vocab_14.0'],{'vocab': ['V14-2']},['مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة'],,,,,V,
10102850041,14,14,['vocab_14.0'],{'vocab': ['V14-2']},['مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة'],,,,,V,
10102870006,12,12,[],{},[],,,,,,
10102890007,11,11,['M11-1'],{'Morphology': ['M11-1']},['المشتقات على أنواعها'],,,M,,,
10102890017,13,13,['S13-1'],{'syntactic': ['S13-1']},['الجمل شرطية ( مركبة - عادية)'],,,,S,,
10102890038,12,12,[],{},[],,,,,,
10102890039,12,12,['samerMSA_3.0'],{'vocab': ['V12-1']},['مفردات فصيحة - سامر ٣'],,,,,V,
10102890045,11,11,['M11-1'],{'Morphology': ['M11-1']},['المشتقات على أنواعها'],,,M,,,
10102900017,8,8,"['M8-3', 'samerMSA_2.1']","{'Morphology': ['M8-3'], 'vocab': ['V8-1']}","['سوابق أخرى: سين الاستقبال ، واو الاستئناف، فاء العطف', 'مفردات فصيحة - سامر ١ و سامر ٢']",,,M,,V,
10102900028,9,9,['V9-1'],{'vocab': ['V9-1']},['مفردات تصف حالات مزاجية وشعورية إيجابية وسلبية مثل الفرح، السعادة، الغضب، الأسف، الحسرة'],,,,,V,
10102910022,12,12,[],{},[],,,,,,
10102920001,12,12,['samerMSA_3.0'],{'vocab': ['V12-1']},['مفردات فصيحة - سامر ٣'],,,,,V,
10102930010,12,12,"['S12-5', 'samerMSA_3.0']","{'syntactic': ['S12-5'], 'vocab': ['V12-1']}","['تمييز', 'مفردات فصيحة - سامر ٣']",,,,S,V,
10102930021,13,13,[],{},[],,,,,,
10102940024,8,8,['samerMSA_2.1'],{'vocab': ['V8-1']},['مفردات فصيحة - سامر ١ و سامر ٢'],,,,,V,
10200350012,14,14,"['samerMSA_4.0', 'vocab_14.0']","{'vocab': ['V14-1', 'V14-2']}","['مفردات فصيحة - سامر ٤', 'مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة']",,,,,V,
10200350013,12,12,[],{},[],,,,,,
10200350014,14,14,"['samerMSA_4.0', 'vocab_14.0']","{'vocab': ['V14-1', 'V14-2']}","['مفردات فصيحة - سامر ٤', 'مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة']",,,,,V,
10200350015,14,14,['vocab_14.0'],{'vocab': ['V14-2']},['مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة'],,,,,V,
10200350016,12,12,[],{},[],,,,,,
10200760010,14,14,['vocab_14.0'],{'vocab': ['V14-2']},['مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة'],,,,,V,
10200760011,14,14,['vocab_14.0'],{'vocab': ['V14-2']},['مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة'],,,,,V,
10200760012,15,15,"['vocab_15.0', 'content_level_7']","{'vocab': ['V15-1'], 'content': ['C15-1']}","['المفردات المتخصصة التي لا تكفي معرفة الكلمة وحدها لفهمها، وإنما يحتاج إلى معرفة الفكرة/المفهوم لفهمها', 'أفكار رمزية، مجردة، عِلمية، أو شعرية وتحتاج إلى معارف لغوية ومعرفية سابقة للبناء عليها لأجل فهمها']",,,,,V,C
10200880003,12,12,['samerMSA_3.0'],{'vocab': ['V12-1']},['مفردات فصيحة - سامر ٣'],,,,,V,
10200880004,14,14,"['samerMSA_4.0', 'vocab_14.0']","{'vocab': ['V14-1', 'V14-2']}","['مفردات فصيحة - سامر ٤', 'مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة']",,,,,V,
10200880005,7,7,"['broken_plural', 'samerMSA_2.0']","{'Morphology': ['M7-5'], 'vocab': ['V7-1']}","['جمع التكسير', 'مفردات فصيحة شائعة - سامر ٢']",,,M,,V,
10200930006,14,14,['vocab_14.0'],{'vocab': ['V14-2']},['مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة'],,,,,V,
10200930007,8,8,['samerMSA_2.1'],{'vocab': ['V8-1']},['مفردات فصيحة - سامر ١ و سامر ٢'],,,,,V,
10200930008,15,15,"['vocab_15.0', 'content_level_7']","{'vocab': ['V15-1'], 'content': ['C15-1']}","['المفردات المتخصصة التي لا تكفي معرفة الكلمة وحدها لفهمها، وإنما يحتاج إلى معرفة الفكرة/المفهوم لفهمها', 'أفكار رمزية، مجردة، عِلمية، أو شعرية وتحتاج إلى معارف لغوية ومعرفية سابقة للبناء عليها لأجل فهمها']",,,,,V,C
10300100013,12,12,['V12-5'],{'vocab': ['V12-5']},['(بل - بلى - أجل - قط)'],,,,,V,
10300100017,12,12,['samerMSA_3.0'],{'vocab': ['V12-1']},['مفردات فصيحة - سامر ٣'],,,,,V,
10300100018,10,10,"['passive_voice', 'S10-6']","{'Morphology': ['M10-1'], 'syntactic': ['S10-6']}","['المبني للمجهول', 'جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به']",,,M,S,,
10300100039,12,12,"['exception', 'samerMSA_3.0']","{'syntactic': ['S12-2'], 'vocab': ['V12-1']}","['استثناء', 'مفردات فصيحة - سامر ٣']",,,,S,V,
10300110028,10,10,['inna_wa_akhawataha'],{'syntactic': ['S10-1']},['إن وأخواتها'],,,,S,,
10300110041,8,8,"['M8-3', 'samerMSA_2.1']","{'Morphology': ['M8-3'], 'vocab': ['V8-1']}","['سوابق أخرى: سين الاستقبال ، واو الاستئناف، فاء العطف', 'مفردات فصيحة - سامر ١ و سامر ٢']",,,M,,V,
10300110048,8,8,"['samerMSA_2.1', 'negation_particle']","{'vocab': ['V8-1', 'V8-2']}","['مفردات فصيحة - سامر ١ و سامر ٢', 'أحرف النفي']",,,,,V,
10300110056,11,11,"['M11-1', 'content_level_5']","{'Morphology': ['M11-1'], 'content': ['C11-1']}","['المشتقات على أنواعها', 'هناك درجة من الرمزية وحاجة للمعرفة السابقة كي يُفهم المقصود من الجملة']",,,M,,,C
10300130014,8,8,"['M8-3', 'samerMSA_2.1']","{'Morphology': ['M8-3'], 'vocab': ['V8-1']}","['سوابق أخرى: سين الاستقبال ، واو الاستئناف، فاء العطف', 'مفردات فصيحة - سامر ١ و سامر ٢']",,,M,,V,
